 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000
214721210.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,200000.0000000,-11.9529111,-76.8777671,517.6900000, 6.8600000,-1.4800000,-37.0800000
214821255.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,200000.0000000,-11.9529111,-76.8777671,517.6900000, 6.8600000,-1.4800000,-37.0800000
214921247.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,400000.0000000,-11.9529112,-76.8777672,517.6900000, 6.8600000,-1.6100000,-37.7300000
215021162.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,400000.0000000,-11.9529112,-76.8777672,517.6900000, 6.8600000,-1.6100000,-37.7300000
215121313.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,600000.0000000,-11.9529111,-76.8777672,517.7000000, 6.7900000,-1.5000000,-38.3500000
215221267.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,600000.0000000,-11.9529111,-76.8777672,517.7000000, 6.7900000,-1.5000000,-38.3500000
215320966.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,800000.0000000,-11.9529110,-76.8777673,517.7100000, 6.8400000,-1.3600000,-38.9700000
215421246.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,28.0000000,800000.0000000,-11.9529110,-76.8777673,517.7100000, 6.8400000,-1.3600000,-38.9700000
215521264.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000, 0.0000000,-11.9529109,-76.8777672,517.7300000, 6.7600000,-1.3300000,-39.6100000
215621161.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000, 0.0000000,-11.9529109,-76.8777672,517.7300000, 6.7600000,-1.3300000,-39.6100000
215721281.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,200000.0000000,-11.9529110,-76.8777671,517.7200000, 7.0100000,-1.4800000,-40.0800000
215821235.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,200000.0000000,-11.9529110,-76.8777671,517.7200000, 7.0100000,-1.4800000,-40.0800000
215920992.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,400000.0000000,-11.9529110,-76.8777672,517.7600000, 7.0400000,-1.5900000,-40.7100000
216021261.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,400000.0000000,-11.9529110,-76.8777672,517.7600000, 7.0400000,-1.5900000,-40.7100000
216121323.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,600000.0000000,-11.9529108,-76.8777673,517.6700000, 7.1100000,-1.6100000,-41.3500000
216220982.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,600000.0000000,-11.9529108,-76.8777673,517.6700000, 7.1100000,-1.6100000,-41.3500000
216321404.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,800000.0000000,-11.9529106,-76.8777674,517.6500000, 6.9300000,-1.5900000,-41.9600000
216421200.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,29.0000000,800000.0000000,-11.9529106,-76.8777674,517.6500000, 6.9300000,-1.5900000,-41.9600000
216521145.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000, 0.0000000,-11.9529106,-76.8777675,517.6400000, 6.7600000,-1.6500000,-42.5800000
216621534.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000, 0.0000000,-11.9529106,-76.8777675,517.6400000, 6.7600000,-1.6500000,-42.5800000
216721345.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,200000.0000000,-11.9529104,-76.8777676,517.6500000, 6.8900000,-1.4900000,-43.2300000
216820943.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,200000.0000000,-11.9529104,-76.8777676,517.6500000, 6.8900000,-1.4900000,-43.2300000
216921203.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,400000.0000000,-11.9529102,-76.8777678,517.6600000, 6.6500000,-1.6100000,-43.8400000
217021269.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,400000.0000000,-11.9529102,-76.8777678,517.6600000, 6.6500000,-1.6100000,-43.8400000
217121164.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,600000.0000000,-11.9529100,-76.8777679,517.6400000, 6.8200000,-1.3700000,-44.3200000
217221254.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,600000.0000000,-11.9529100,-76.8777679,517.6400000, 6.8200000,-1.3700000,-44.3200000
217321249.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,800000.0000000,-11.9529099,-76.8777680,517.6500000, 6.7100000,-1.5400000,-44.9500000
217420997.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,30.0000000,800000.0000000,-11.9529099,-76.8777680,517.6500000, 6.7100000,-1.5400000,-44.9500000
217521155.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000, 0.0000000,-11.9529098,-76.8777681,517.6800000, 6.8100000,-1.4800000,-45.5800000
217621276.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000, 0.0000000,-11.9529098,-76.8777681,517.6800000, 6.8100000,-1.4800000,-45.5800000
217721264.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,200000.0000000,-11.9529098,-76.8777681,517.6900000, 6.9900000,-1.4000000,-46.2200000
217821210.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,200000.0000000,-11.9529098,-76.8777681,517.6900000, 6.9900000,-1.4000000,-46.2200000
217921247.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,400000.0000000,-11.9529099,-76.8777681,517.7000000, 6.8500000,-1.6100000,-46.8400000
218020968.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,400000.0000000,-11.9529099,-76.8777681,517.7000000, 6.8500000,-1.6100000,-46.8400000
218121224.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,600000.0000000,-11.9529100,-76.8777681,517.6600000, 7.0300000,-1.3900000,-47.4600000
218221226.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,600000.0000000,-11.9529100,-76.8777681,517.6600000, 7.0300000,-1.3900000,-47.4600000
218320974.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,800000.0000000,-11.9529100,-76.8777682,517.6400000, 6.8200000,-1.3900000,-47.9300000
218420998.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,31.0000000,800000.0000000,-11.9529100,-76.8777682,517.6400000, 6.8200000,-1.3900000,-47.9300000
218521239.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,32.0000000, 0.0000000,-11.9529100,-76.8777683,517.6600000, 6.9000000,-1.4600000,-48.5700000
218621158.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,32.0000000, 0.0000000,-11.9529100,-76.8777683,517.6600000, 6.9000000,-1.4600000,-48.5700000
218721150.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,32.0000000,200000.0000000,-11.9529099,-76.8777685,517.6800000, 6.9300000,-1.4600000,-49.2000000
218821263.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,32.0000000,200000.0000000,-11.9529099,-76.8777685,517.6800000, 6.9300000,-1.4600000,-49.2000000
218920998.0000000,2023.0000000,12.0000000,11.0000000,17.0000000,20.0000000,32.0000000,400000.0000000,-11.9529099,-76.8777686,517.6800000, 6.6600000,-1.5000000,-49.8200000
